room_id,asset_type,power_draw,usage_hours,operating_hours_since_service,error_log_count,failure
422,Set-top box,0.252,6.4,2039,41,1
325,AC,0.804,14.0,1387,13,0
123,Set-top box,0.382,7.6,1599,14,0
209,AC,0.933,9.5,582,8,1
423,Set-top box,0.274,11.9,962,36,1
230,TV,0.226,12.4,1376,5,0
317,AC,0.249,18.0,1052,25,1
210,AC,0.388,6.4,3531,24,1
109,AC,0.294,17.5,3705,13,0
403,TV,0.371,4.8,3658,8,0
322,TV,0.665,13.7,2769,0,1
205,Set-top box,0.183,1.8,363,2,0
212,Set-top box,0.054,5.5,79,42,1
403,Set-top box,0.197,16.3,2174,22,1
203,TV,0.475,7.5,1803,11,0
104,TV,0.524,13.0,1909,2,0
111,TV,0.553,9.0,3528,7,1
202,Set-top box,0.122,9.5,3034,39,1
425,TV,0.449,9.5,1905,22,0
127,Set-top box,0.127,6.3,1437,34,1
130,Set-top box,0.057,12.4,712,45,1
115,Set-top box,0.407,3.1,302,49,0
421,Set-top box,0.48,12.6,327,28,1
412,TV,0.345,10.3,2141,27,1
301,AC,0.61,2.3,3631,2,0
118,TV,0.497,5.6,2530,22,1
101,TV,0.317,18.0,616,16,1
226,TV,0.548,17.9,3850,4,1
320,Set-top box,0.151,4.3,2622,39,1
220,AC,0.282,6.5,135,8,0
413,AC,0.492,2.2,1036,4,0
218,TV,0.389,10.1,3260,5,0
119,TV,0.234,8.7,2344,24,1
327,TV,0.424,10.5,2180,28,1
126,TV,0.564,5.9,731,13,1
330,AC,0.5,20.9,4215,37,1
320,TV,0.362,9.5,3513,4,0
423,TV,0.367,4.4,3343,3,1
315,Set-top box,0.092,5.3,2500,34,1
313,AC,0.27,5.3,2587,21,1
111,Set-top box,0.428,16.5,1568,20,1
306,TV,0.112,7.5,3754,15,1
115,TV,0.568,10.9,686,3,1
313,Set-top box,0.2,7.9,2618,50,1
305,AC,0.679,14.4,2165,27,1
302,TV,0.501,6.8,2176,8,1
129,Set-top box,0.311,16.7,201,47,1
307,TV,0.392,12.3,1497,30,1
216,TV,0.536,14.7,2521,3,1
112,TV,0.681,6.5,2647,8,0
326,AC,0.477,13.8,3211,34,1
326,TV,0.618,14.4,3082,3,1
116,AC,0.635,2.4,3183,22,1
314,AC,0.261,5.1,1044,0,0
210,TV,0.283,3.9,2814,17,1
423,Set-top box,0.201,3.6,1150,7,0
106,Set-top box,0.418,11.4,2682,35,1
217,Set-top box,0.373,17.9,2104,33,0
424,TV,0.122,14.8,3174,13,1
216,TV,0.645,17.5,460,23,1
103,TV,0.507,7.9,726,26,1
301,TV,0.293,3.6,3554,7,0
302,Set-top box,0.375,6.1,356,16,0
229,Set-top box,0.18,4.8,1569,36,1
310,Set-top box,0.116,11.3,1084,7,0
314,TV,0.213,10.7,120,21,0
324,Set-top box,0.457,2.5,2429,27,1
102,AC,0.255,3.4,1976,25,1
215,Set-top box,0.351,12.6,3205,8,1
316,AC,0.354,18.4,1968,2,0
411,TV,0.111,9.8,1068,25,1
421,AC,0.251,9.8,651,39,1
204,TV,0.575,3.3,1691,6,0
420,AC,0.977,3.2,3482,5,1
306,Set-top box,0.264,4.4,2078,38,1
116,TV,0.513,3.2,3035,0,0
308,TV,0.395,6.9,380,18,0
101,TV,0.561,6.8,1252,13,1
328,Set-top box,0.474,2.6,2862,1,1
420,TV,0.144,14.5,2134,0,0
329,AC,0.237,9.8,322,3,0
127,TV,0.41,17.9,890,23,1
421,TV,0.434,11.7,544,22,1
324,TV,0.636,6.2,616,5,0
429,TV,0.234,7.6,3146,11,0
408,TV,0.66,11.1,1678,18,0
322,TV,0.338,14.4,3584,1,0
428,Set-top box,0.183,8.3,2528,4,0
323,Set-top box,0.288,7.0,1794,45,1
301,TV,0.657,12.2,876,9,1
226,TV,0.511,14.6,3949,22,1
416,TV,0.335,10.4,757,5,0
316,TV,0.578,3.2,270,7,0
309,TV,0.414,14.9,947,18,1
114,Set-top box,0.231,11.9,2252,39,1
104,Set-top box,0.459,15.1,342,3,1
428,AC,0.657,4.3,2072,36,1
415,AC,0.231,8.8,138,2,0
106,TV,0.394,16.5,351,28,1
220,Set-top box,0.447,12.9,1707,25,1
404,Set-top box,0.485,1.7,2904,22,0
110,Set-top box,0.276,16.2,2931,49,1
407,Set-top box,0.288,11.8,1537,19,0
206,TV,0.205,15.6,2112,1,0
419,Set-top box,0.283,5.0,3456,14,1
303,TV,0.129,8.8,2650,8,0
302,AC,0.316,16.7,330,24,1
305,Set-top box,0.394,7.9,2687,19,1
104,Set-top box,0.309,14.0,767,30,1
312,Set-top box,0.364,9.6,1740,47,1
410,AC,0.517,9.0,1416,2,0
121,TV,0.41,7.4,3766,7,0
215,TV,0.48,4.9,1426,13,0
225,AC,0.729,19.6,341,40,1
403,Set-top box,0.078,3.9,2010,48,1
316,Set-top box,0.309,9.1,2061,33,0
315,TV,0.273,8.0,3659,9,1
221,AC,0.616,8.9,1057,27,0
227,Set-top box,0.467,2.8,1794,49,1
407,TV,0.39,12.3,3960,13,1
114,TV,0.365,4.7,3722,3,1
123,Set-top box,0.239,14.4,2091,23,1
322,Set-top box,0.466,13.9,1068,12,0
319,AC,0.819,19.0,2277,40,0
427,Set-top box,0.185,4.7,3411,36,1
410,Set-top box,0.465,9.0,373,41,1
111,TV,0.647,11.6,1799,17,1
128,TV,0.685,3.3,612,20,1
425,AC,0.992,4.3,3273,34,1
429,Set-top box,0.378,7.6,1771,29,1
221,TV,0.274,1.5,3871,11,1
224,TV,0.353,3.2,2904,17,1
222,TV,0.25,1.6,3121,2,0
121,Set-top box,0.359,16.7,2493,37,1
124,AC,0.471,21.4,541,3,0
406,TV,0.38,8.6,1728,3,0
126,AC,0.419,17.6,924,8,0
228,AC,0.687,17.4,3073,23,1
302,TV,0.685,15.1,542,17,1
120,AC,0.465,7.9,4395,30,0
106,AC,0.91,4.7,3766,23,1
410,AC,0.497,17.6,4562,4,1
321,AC,0.608,21.7,2340,34,1
425,AC,0.91,21.0,888,9,0
315,AC,0.526,15.6,2288,36,1
321,AC,0.715,4.2,763,2,0
227,AC,0.763,7.5,518,36,1
107,AC,0.876,6.9,4874,25,1
119,AC,0.379,21.1,2821,33,1
130,AC,0.869,16.8,3343,20,1
309,TV,0.295,15.2,1579,17,0
417,TV,0.241,14.3,2521,0,0
220,TV,0.394,5.8,3214,23,1
227,AC,0.481,8.8,4704,5,0
430,Set-top box,0.464,12.4,2093,27,0
324,AC,0.79,21.3,4891,38,1
427,TV,0.262,14.0,1828,23,1
418,Set-top box,0.202,10.6,2677,41,1
222,AC,0.758,4.1,3465,27,1
222,Set-top box,0.328,10.5,614,4,0
122,AC,0.607,17.7,4560,39,1
315,AC,0.385,7.0,431,4,0
127,TV,0.569,6.2,3563,10,1
107,TV,0.475,15.7,2619,10,1
320,Set-top box,0.383,15.4,3283,25,1
119,AC,0.29,10.2,426,4,0
415,TV,0.696,13.8,3517,27,1
423,Set-top box,0.225,5.6,103,19,0
127,AC,0.71,2.2,1698,18,1
224,TV,0.692,16.7,1053,24,0
423,TV,0.695,3.9,1976,13,1
302,Set-top box,0.154,8.5,3417,7,0
104,AC,0.268,16.4,4052,35,1
428,TV,0.378,15.7,711,29,1
106,TV,0.429,6.5,2496,16,1
411,Set-top box,0.058,6.0,703,39,1
202,AC,0.965,18.7,3921,7,1
121,TV,0.317,13.2,534,21,1
222,TV,0.221,3.8,3383,16,0
203,AC,0.683,10.1,4019,32,1
408,Set-top box,0.337,4.6,2109,21,0
211,Set-top box,0.199,5.1,2259,3,0
407,AC,0.867,9.2,905,14,1
314,TV,0.328,3.6,1442,27,1
205,TV,0.579,13.6,2291,30,1
111,TV,0.363,10.2,3139,27,1
101,Set-top box,0.305,2.3,3047,31,1
413,TV,0.549,15.9,631,2,1
430,TV,0.601,7.7,566,26,1
203,AC,0.226,13.1,2532,10,0
203,Set-top box,0.264,4.6,3308,4,0
126,Set-top box,0.272,4.7,2751,30,1
311,TV,0.461,12.9,1596,5,0
415,Set-top box,0.316,3.2,3375,34,1
112,TV,0.224,3.5,3411,22,1
404,TV,0.238,4.7,1088,13,0
101,Set-top box,0.413,4.2,447,42,1
202,AC,0.234,18.5,4844,19,1
405,Set-top box,0.433,4.8,693,4,0
303,TV,0.484,13.9,878,8,0
309,AC,0.558,2.0,411,36,1
202,AC,0.979,18.4,3107,32,1
203,Set-top box,0.146,5.5,1267,36,1
115,Set-top box,0.162,7.0,2153,3,0
213,Set-top box,0.344,7.2,541,7,1
410,TV,0.588,10.6,3094,16,1
226,Set-top box,0.462,9.5,103,38,1
303,TV,0.196,3.9,115,3,0
127,Set-top box,0.317,15.2,2914,28,1
105,Set-top box,0.084,13.8,974,43,1
223,AC,0.64,4.3,1016,39,0
122,AC,0.856,14.8,3646,0,1
120,TV,0.153,1.9,3303,8,0
301,Set-top box,0.188,11.6,3496,16,1
304,AC,0.839,12.2,3385,9,0
428,Set-top box,0.274,6.3,357,0,0
302,Set-top box,0.118,17.0,2547,27,0
220,Set-top box,0.18,1.1,808,32,0
314,AC,0.561,4.4,4429,29,1
416,Set-top box,0.246,3.3,869,45,1
408,AC,0.37,8.5,1904,30,0
201,TV,0.189,8.6,715,17,1
111,AC,0.805,21.6,3842,34,1
218,TV,0.375,3.5,3590,10,1
111,AC,0.532,13.3,4627,29,1
215,TV,0.155,1.9,1718,16,0
419,Set-top box,0.384,12.3,2906,8,1
414,TV,0.638,12.8,3315,8,1
319,TV,0.561,5.5,1677,29,1
114,TV,0.461,13.3,1217,24,0
130,Set-top box,0.443,7.9,3285,23,1
103,AC,0.843,15.9,3855,3,1
414,TV,0.225,10.3,3821,12,1
314,AC,0.585,14.3,732,22,0
229,TV,0.652,3.7,1943,23,0
327,AC,0.423,8.6,4869,24,1
125,Set-top box,0.477,4.8,1449,25,1
113,Set-top box,0.101,14.2,3422,23,1
411,AC,0.45,7.2,4237,14,1
107,Set-top box,0.121,7.3,1208,24,0
228,Set-top box,0.071,7.8,792,43,1
105,AC,0.885,10.2,2656,30,1
109,TV,0.641,6.7,3834,18,1
119,Set-top box,0.294,7.1,1903,6,0
221,TV,0.392,2.1,1257,0,0
103,Set-top box,0.423,13.0,1833,11,0
222,AC,0.605,9.8,1047,19,0
206,Set-top box,0.234,8.8,2164,50,1
130,Set-top box,0.38,9.6,1793,33,1
217,AC,0.221,21.3,3094,3,0
306,Set-top box,0.411,15.5,3261,27,1
413,Set-top box,0.225,1.1,89,13,0
117,Set-top box,0.312,17.9,3392,12,1
211,TV,0.203,17.3,2507,10,0
428,Set-top box,0.245,6.9,2767,25,1
208,AC,0.669,11.9,4182,24,0
425,TV,0.608,13.1,1642,5,0
303,Set-top box,0.291,2.8,3434,38,1
206,AC,0.623,10.4,2637,35,1
306,TV,0.696,14.4,2789,6,0
125,Set-top box,0.465,6.2,2056,25,1
105,Set-top box,0.183,15.8,3344,7,1
304,Set-top box,0.22,9.3,2062,6,0
122,Set-top box,0.23,8.7,2390,8,0
425,AC,0.472,2.9,2657,28,1
201,AC,0.762,17.1,1896,20,1
120,AC,0.943,13.9,2517,31,1
417,AC,0.998,5.3,2453,34,1
408,TV,0.314,12.7,820,9,0
429,AC,1.0,13.8,2484,2,1
309,AC,0.521,11.3,2896,18,1
406,AC,0.635,5.8,839,0,0
122,AC,0.229,6.8,52,10,0
114,AC,0.915,17.2,426,6,0
118,Set-top box,0.483,5.6,1629,44,0
206,TV,0.232,16.5,1439,29,1
122,Set-top box,0.213,15.7,816,35,1
220,TV,0.304,14.8,3169,16,1
224,TV,0.238,14.4,991,18,0
419,Set-top box,0.109,1.1,1990,42,1
402,TV,0.255,7.8,870,10,0
118,Set-top box,0.168,9.9,876,22,0
420,AC,0.352,16.6,2457,19,1
226,Set-top box,0.302,9.3,3281,16,0
308,TV,0.49,8.7,1874,19,0
121,AC,0.632,15.1,1267,23,1
405,TV,0.619,16.8,1731,6,1
229,TV,0.488,10.1,147,14,0
208,TV,0.637,13.0,3173,12,1
103,Set-top box,0.293,18.0,1483,14,0
416,Set-top box,0.473,1.2,2394,20,1
407,TV,0.168,13.8,1801,11,0
320,AC,0.479,15.5,756,25,0
417,AC,0.236,7.5,3560,4,0
223,Set-top box,0.325,6.3,312,28,1
401,TV,0.232,14.1,975,3,0
201,AC,0.414,15.6,2320,3,1
112,Set-top box,0.198,6.7,3390,41,0
306,Set-top box,0.261,13.4,2474,3,0
102,AC,0.363,16.3,2005,16,0
310,TV,0.613,9.0,2047,12,0
416,AC,0.284,6.8,454,33,0
201,TV,0.223,13.0,2776,10,0
208,AC,0.572,18.6,2419,10,1
402,TV,0.207,17.3,1708,1,0
104,TV,0.654,14.4,2610,18,1
123,TV,0.583,8.5,1548,13,1
328,TV,0.316,5.4,3179,28,1
430,AC,0.568,18.7,1527,20,0
317,AC,0.823,21.1,4357,11,1
221,AC,0.886,20.0,4930,30,1
405,Set-top box,0.408,4.0,2108,31,1
307,AC,0.877,21.4,3848,29,1
412,AC,0.852,19.8,2168,19,1
209,Set-top box,0.29,12.8,1352,38,1
203,Set-top box,0.434,16.4,2368,46,1
325,TV,0.458,13.8,2324,25,1
214,AC,0.918,5.6,4957,11,1
322,Set-top box,0.221,4.5,104,42,1
422,TV,0.279,1.9,3727,15,1
105,TV,0.208,4.0,2546,27,1
125,TV,0.501,7.4,3761,21,1
130,AC,0.89,21.7,4207,14,1
310,AC,0.235,5.7,2835,37,1
328,AC,0.409,11.1,788,8,0
314,Set-top box,0.126,17.3,2845,32,1
212,AC,0.642,5.5,3166,29,1
323,TV,0.561,8.7,1783,28,1
421,Set-top box,0.377,17.2,1783,31,1
325,AC,0.407,12.8,4527,40,1
214,Set-top box,0.379,9.2,2159,43,0
124,AC,0.453,13.2,2895,28,1
225,AC,0.61,17.5,2628,2,0
321,TV,0.573,15.3,1229,5,0
406,Set-top box,0.308,7.7,138,35,1
409,Set-top box,0.096,11.8,2820,17,0
211,Set-top box,0.053,15.8,336,12,1
210,AC,0.852,15.7,2298,12,0
326,TV,0.529,7.7,1992,16,1
319,AC,0.926,9.8,501,7,0
321,TV,0.516,17.8,154,4,0
425,TV,0.668,16.5,1278,9,1
414,AC,0.874,9.4,2345,27,1
218,Set-top box,0.387,11.6,2281,6,0
207,AC,0.204,8.8,1984,37,1
220,TV,0.609,2.8,582,7,0
124,Set-top box,0.376,10.0,826,12,0
212,Set-top box,0.45,3.4,2515,7,0
104,TV,0.282,17.9,535,17,1
429,Set-top box,0.453,1.0,1766,38,0
412,Set-top box,0.288,5.7,3332,26,1
425,TV,0.526,3.3,3449,2,1
222,TV,0.325,11.7,170,29,1
307,TV,0.433,10.8,1406,22,1
118,AC,0.577,16.8,4629,11,0
109,AC,1.0,16.4,4356,26,1
328,AC,0.265,19.6,3021,14,0
202,Set-top box,0.191,8.9,2178,8,0
225,Set-top box,0.099,4.8,151,25,0
317,TV,0.689,7.6,1502,30,1
312,AC,0.804,3.3,3141,8,1
422,AC,0.346,13.5,2109,0,1
129,TV,0.421,17.9,1415,21,1
314,Set-top box,0.334,1.3,944,46,1
310,TV,0.551,1.7,1362,24,1
115,TV,0.18,14.9,356,18,1
409,TV,0.277,9.9,1597,25,1
323,AC,0.353,20.7,4553,20,1
402,AC,0.594,17.9,3611,16,1
114,Set-top box,0.08,12.9,3039,15,1
423,Set-top box,0.281,8.0,760,2,0
218,AC,0.605,7.3,399,39,0
322,Set-top box,0.262,4.6,2480,31,1
223,Set-top box,0.395,5.7,2077,8,1
230,Set-top box,0.238,13.3,986,16,0
301,Set-top box,0.318,4.6,3080,42,1
125,Set-top box,0.359,8.1,2396,9,0
219,AC,0.952,9.8,1473,25,0
206,Set-top box,0.283,2.2,1435,20,0
212,AC,0.427,13.2,3989,4,1
420,TV,0.335,7.2,2516,21,1
228,Set-top box,0.337,6.1,1691,1,0
104,Set-top box,0.272,2.4,213,27,0
118,AC,0.243,19.1,1175,12,0
207,TV,0.454,1.8,3712,9,0
418,Set-top box,0.059,3.5,2129,42,1
324,TV,0.262,3.8,2796,13,0
209,TV,0.388,14.1,3386,10,0
318,TV,0.56,10.7,1589,27,1
323,Set-top box,0.45,8.4,659,5,0
416,TV,0.526,9.1,1706,25,1
220,Set-top box,0.357,3.8,1410,29,1
108,TV,0.541,6.7,231,11,0
322,Set-top box,0.485,3.5,248,40,1
403,Set-top box,0.439,10.0,2486,25,1
210,Set-top box,0.255,12.9,2964,50,1
221,Set-top box,0.43,3.1,2794,0,1
201,TV,0.375,6.4,67,23,1
402,AC,0.576,3.8,451,35,0
212,Set-top box,0.321,17.8,3168,17,0
105,AC,0.305,7.8,4020,7,1
308,Set-top box,0.162,11.5,51,1,0
127,TV,0.333,15.7,524,0,0
413,Set-top box,0.435,3.1,1985,15,0
118,Set-top box,0.266,5.0,102,42,1
124,Set-top box,0.32,16.9,1340,35,0
428,TV,0.391,12.9,3214,29,1
301,Set-top box,0.057,17.4,3038,41,0
315,TV,0.669,9.7,3875,4,1
104,AC,0.37,18.0,2838,17,0
319,TV,0.536,14.0,1736,21,1
224,TV,0.544,8.4,3153,15,1
203,AC,0.616,11.8,3867,12,1
113,AC,0.865,3.4,3401,31,1
416,TV,0.567,7.2,3834,6,0
217,TV,0.302,14.3,2897,0,1
122,TV,0.373,7.9,69,8,0
428,TV,0.432,16.1,295,6,0
406,AC,0.478,5.9,1371,34,1
326,AC,0.802,21.0,436,2,0
414,TV,0.698,8.6,1805,8,1
228,Set-top box,0.056,6.8,1468,28,1
413,Set-top box,0.216,2.2,2000,46,1
426,AC,0.562,3.4,1276,40,1
221,Set-top box,0.393,9.8,3487,3,1
124,TV,0.141,3.6,1261,26,1
401,TV,0.155,16.9,1200,10,1
406,AC,0.25,11.0,4424,27,1
118,Set-top box,0.183,1.7,2083,13,0
429,TV,0.179,15.0,3292,29,1
228,AC,0.859,14.2,3311,4,1
314,AC,0.78,20.2,757,4,1
212,Set-top box,0.451,18.0,3395,15,0
307,AC,0.854,3.6,3703,0,0
222,Set-top box,0.23,2.0,2907,7,0
420,Set-top box,0.091,16.3,1207,44,1
206,AC,0.545,10.3,4110,37,1
412,AC,0.817,21.0,4569,21,1
227,AC,0.891,20.6,3773,31,1
326,Set-top box,0.156,10.7,472,9,0
429,TV,0.666,5.1,366,19,1
429,AC,0.274,16.5,4590,17,1
418,Set-top box,0.469,3.4,714,42,0
416,TV,0.251,4.1,102,2,0
201,AC,0.262,5.3,967,9,0
101,TV,0.381,5.3,2316,27,0
420,Set-top box,0.292,10.4,2347,3,0
417,Set-top box,0.34,12.3,141,25,1
205,Set-top box,0.314,8.7,2795,28,1
318,AC,0.908,3.8,273,24,1
426,TV,0.687,15.1,3252,30,1
313,TV,0.296,17.4,1779,21,1
324,TV,0.66,9.7,2096,21,1
227,AC,0.57,4.3,791,11,0
324,Set-top box,0.228,3.6,3133,33,1
411,TV,0.62,10.3,2016,8,0
303,Set-top box,0.444,14.6,2562,36,0
322,TV,0.567,11.9,735,24,0
427,Set-top box,0.363,2.5,1052,1,0
119,Set-top box,0.266,10.7,2782,45,1
409,AC,0.452,13.2,3533,27,1
204,AC,0.894,20.0,3384,23,1
416,AC,0.417,16.4,1193,6,0
203,TV,0.271,2.0,2468,1,0
122,Set-top box,0.309,1.9,3323,27,1
303,AC,0.515,16.9,2895,28,0
111,AC,0.506,19.4,3142,24,1
429,Set-top box,0.284,14.6,1807,0,0
209,Set-top box,0.06,15.3,464,1,0
119,TV,0.679,6.0,2188,11,0
226,AC,0.804,17.9,4519,31,1
111,AC,0.503,6.6,3823,22,1
320,Set-top box,0.48,17.1,2338,20,1
211,TV,0.495,5.7,2605,11,1
129,Set-top box,0.344,9.0,2582,2,1
123,TV,0.429,1.4,1676,16,0
429,Set-top box,0.15,12.2,3021,45,1
425,AC,0.63,4.1,675,19,1
221,Set-top box,0.287,12.8,2113,43,1
122,AC,0.68,12.3,1947,39,1
328,AC,0.226,3.4,3574,37,1
426,Set-top box,0.232,9.9,1783,19,1
324,AC,0.858,7.3,3579,8,1
219,TV,0.232,13.4,3899,4,1
414,TV,0.662,17.9,2472,21,1
304,TV,0.275,6.9,788,18,0
217,TV,0.438,14.4,237,1,0
422,TV,0.151,15.0,2672,15,0
205,AC,0.991,13.2,3799,31,1
423,Set-top box,0.447,6.1,1146,9,0
313,Set-top box,0.455,17.0,116,32,0
417,AC,0.367,7.0,2444,11,0
321,AC,0.617,16.1,4817,15,1
111,TV,0.242,15.9,2754,16,1
215,AC,0.943,21.2,4273,2,0
219,AC,0.816,5.1,4503,5,1
319,TV,0.243,9.7,2792,10,1
113,AC,0.564,6.1,4006,22,1
110,Set-top box,0.353,4.3,2552,40,0
418,TV,0.22,8.6,239,3,0
216,TV,0.156,4.1,807,26,0
318,TV,0.568,6.8,1022,15,0
106,Set-top box,0.097,9.6,683,42,1
121,Set-top box,0.149,8.0,634,50,1
410,AC,0.659,6.1,1503,23,1
213,AC,0.466,6.5,4768,38,1
318,AC,0.701,11.7,4648,9,1
301,AC,0.462,12.9,2185,35,1
328,AC,0.89,10.8,4715,8,1
225,TV,0.339,16.5,1149,15,0
226,TV,0.413,12.0,1618,10,0
427,AC,0.354,14.8,3028,11,0
207,AC,0.866,8.1,3513,32,1
216,TV,0.284,9.1,1048,1,0
211,AC,0.927,10.2,4578,7,0
411,AC,0.571,22.0,129,32,1
424,Set-top box,0.246,6.2,1910,2,0
323,Set-top box,0.164,1.5,543,35,1
304,AC,0.984,13.7,105,39,1
318,Set-top box,0.316,7.1,2821,9,0
110,AC,0.608,11.8,4661,19,1
419,AC,0.259,9.5,2592,36,1
217,AC,0.307,4.2,2911,23,0
329,Set-top box,0.135,12.9,739,6,0
119,AC,0.599,8.3,4124,1,1
316,AC,0.326,3.5,3450,6,0
120,AC,0.859,21.6,122,7,1
416,TV,0.442,4.0,96,25,1
207,AC,0.984,18.0,4308,18,1
308,Set-top box,0.256,7.6,3137,10,0
311,Set-top box,0.134,14.4,1383,10,0
406,Set-top box,0.25,6.1,609,37,0
111,Set-top box,0.459,4.6,828,47,1
206,TV,0.666,9.4,1011,6,0
207,Set-top box,0.328,10.8,266,36,1
127,AC,0.424,2.6,3123,40,1
218,Set-top box,0.097,12.0,2574,26,1
314,TV,0.698,13.3,1445,3,0
324,Set-top box,0.294,3.1,2108,36,0
302,AC,0.381,5.7,2516,21,0
108,AC,0.656,10.8,2358,24,1
203,AC,0.98,8.8,4923,25,1
212,AC,0.601,16.5,4075,25,0
119,AC,0.451,16.1,4349,36,1
215,TV,0.481,4.9,591,12,1
317,AC,0.787,21.2,1503,35,0
325,TV,0.409,5.4,1575,19,1
221,Set-top box,0.261,8.3,1772,26,0
125,AC,0.919,16.1,831,38,1
109,AC,0.882,11.0,3696,5,0
128,AC,0.311,13.6,51,9,0
217,Set-top box,0.371,12.6,1029,13,0
302,AC,0.735,3.9,4087,36,1
125,Set-top box,0.485,10.5,2968,1,1
423,Set-top box,0.464,16.2,2044,8,0
323,TV,0.621,2.8,1453,22,1
127,AC,0.254,8.0,4555,20,1
415,TV,0.676,15.4,2487,1,1
221,TV,0.283,6.1,3847,20,1
311,AC,0.422,13.3,1681,17,1
328,TV,0.681,6.4,983,12,0
213,TV,0.62,1.9,3878,22,1
118,TV,0.669,8.8,2181,19,1
102,TV,0.125,7.2,3871,25,0
221,TV,0.636,16.6,2495,9,1
220,AC,0.564,19.0,1044,23,0
224,TV,0.652,17.1,3780,13,1
205,TV,0.668,18.0,3764,30,1
219,AC,0.873,12.4,4964,20,1
209,TV,0.301,6.1,1396,5,0
321,Set-top box,0.091,14.9,2793,47,1
425,AC,0.453,10.4,2736,29,1
218,AC,0.378,19.5,815,22,1
409,Set-top box,0.157,15.1,1396,34,1
116,Set-top box,0.072,10.7,3490,31,1
313,Set-top box,0.316,5.9,3145,29,1
228,TV,0.375,11.5,3813,26,0
410,TV,0.3,14.6,100,0,0
401,AC,0.959,21.0,334,15,1
323,AC,0.859,5.9,3054,22,1
208,TV,0.386,16.3,2805,5,0
128,Set-top box,0.205,14.2,1970,29,1
406,AC,0.86,10.1,4916,39,1
318,AC,0.973,16.9,4304,6,1
122,AC,0.527,4.1,3540,37,1
317,TV,0.434,9.5,780,26,0
327,AC,0.509,10.7,988,2,0
426,Set-top box,0.131,13.6,100,25,1
205,Set-top box,0.416,7.0,2448,5,0
309,TV,0.344,15.0,2269,20,1
216,AC,0.626,12.3,664,10,0
330,AC,0.603,6.2,3092,21,1
213,Set-top box,0.343,7.2,2407,6,0
413,AC,0.25,16.0,910,38,1
110,Set-top box,0.375,1.2,2727,23,1
228,Set-top box,0.186,9.7,3301,15,0
311,TV,0.46,7.6,924,7,0
317,TV,0.233,3.4,468,2,0
424,AC,0.483,12.6,1196,21,0
428,AC,0.238,8.2,1373,2,0
115,TV,0.289,14.6,2920,26,1
203,TV,0.347,2.0,1050,7,0
412,Set-top box,0.417,7.3,853,42,1
126,AC,0.566,19.6,2062,33,1
106,TV,0.493,15.9,2308,23,0
320,Set-top box,0.151,17.9,2116,6,0
112,AC,0.928,4.1,839,33,1
202,TV,0.57,2.3,3223,15,1
322,AC,0.964,16.7,2728,37,1
221,AC,0.901,5.5,2907,21,1
207,Set-top box,0.368,10.7,3311,49,1
203,Set-top box,0.14,7.8,2609,32,1
223,AC,0.583,4.4,679,4,0
127,Set-top box,0.109,14.8,2911,29,1
222,AC,0.484,4.8,3804,17,1
123,TV,0.15,5.5,686,2,0
204,AC,0.795,20.7,1835,9,1
429,TV,0.169,5.2,2782,0,0
219,TV,0.62,3.0,938,0,0
221,TV,0.105,16.8,652,14,0
129,Set-top box,0.202,13.3,1710,7,0
307,AC,0.999,5.8,4860,10,1
317,AC,0.7,3.1,1753,15,0
429,Set-top box,0.193,8.6,431,14,0
416,Set-top box,0.067,7.8,1689,7,0
317,Set-top box,0.295,11.3,863,15,0
217,AC,0.363,19.0,3018,35,1
318,Set-top box,0.478,3.4,2348,48,1
224,TV,0.504,12.3,2530,8,0
315,AC,0.309,21.5,3421,37,1
328,AC,0.95,3.0,3321,14,0
407,Set-top box,0.346,17.1,328,45,1
418,TV,0.368,1.8,177,16,0
130,AC,0.747,12.9,2684,13,0
313,Set-top box,0.451,15.5,3395,14,1
206,Set-top box,0.396,1.1,3469,30,1
307,Set-top box,0.403,17.3,2035,20,1
318,TV,0.697,17.9,2437,25,1
426,AC,0.759,6.4,4870,34,1
110,Set-top box,0.414,6.6,3044,29,1
409,TV,0.559,7.4,69,10,0
228,Set-top box,0.174,12.7,810,17,0
119,Set-top box,0.491,16.6,3172,15,1
327,Set-top box,0.091,13.7,2049,18,0
327,AC,0.455,6.9,746,37,1
410,AC,0.427,11.5,164,16,1
130,AC,0.344,3.8,4913,18,1
129,TV,0.537,14.8,337,17,1
410,TV,0.145,7.6,633,5,0
409,AC,0.45,12.1,219,29,0
206,AC,0.56,6.9,2465,36,1
125,AC,0.706,3.1,4345,2,1
225,AC,0.75,14.3,4833,15,1
324,Set-top box,0.242,9.4,2310,41,1
206,Set-top box,0.277,2.4,1575,45,1
304,AC,0.958,16.6,4946,31,1
103,AC,0.44,8.2,3395,20,1
226,TV,0.22,2.6,1928,10,0
328,TV,0.602,2.5,2607,25,1
312,TV,0.404,18.0,678,29,1
105,TV,0.122,2.2,2635,21,0
123,Set-top box,0.337,11.5,1164,44,1
213,AC,0.55,6.7,2172,7,0
326,TV,0.469,13.5,2062,21,0
123,AC,0.608,17.5,3711,5,1
208,Set-top box,0.338,17.0,262,20,1
114,Set-top box,0.158,11.8,340,33,0
430,AC,0.588,21.0,4967,8,1
419,AC,0.935,7.9,3125,20,1
418,AC,0.864,14.2,1455,25,1
416,Set-top box,0.472,11.5,1209,45,1
324,Set-top box,0.21,13.9,3431,40,1
424,TV,0.14,10.9,1362,15,0
